Award ID,Start Date,Award Amount,Recipient Name,Description,Contract Award Type,def_codes,Awarding Agency,Awarding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id,Unnamed: 13,Month
75N98120D00155,5/11/2020,250,IGPH SOLUTIONS,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00155_7529,,2020M05
75N98120D00129,5/11/2020,250,KARNA LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00129_7529,,2020M05
75N98120D00128,5/11/2020,250,IPKEYS TECHNOLOGIES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00128_7529,,2020M05
75N98120D00127,5/11/2020,250,INTUITIVE INFORMATION SYSTEMS TECHNOLOGIES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00127_7529,,2020M05
75N98120D00126,5/11/2020,250,"INTELLECT SOLUTIONS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00126_7529,,2020M05
75N98120D00125,5/11/2020,250,INODE INK CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00125_7529,,2020M05
75N98120D00124,5/11/2020,250,"INNOVATIVE MANAGEMENT CONCEPTS, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00124_7529,,2020M05
75N98120D00123,5/11/2020,250,INNOVATE! INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00123_7529,,2020M05
75N98120D00122,5/11/2020,250,INFORMATION TECHNOLOGY STRATEGIES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00122_7529,,2020M05
75N98120D00121,5/11/2020,250,INALAB CONSULTING INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00121_7529,,2020M05
75N98120D00119,5/11/2020,250,SINGHAL & CO INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00119_7529,,2020M05
75N98120D00082,5/11/2020,250,STRATEGIC OPERATIONAL SOLUTIONS INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00082_7529,,2020M05
75N98120D00081,5/11/2020,250,"STRATEGI CONSULTING, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00081_7529,,2020M05
75N98120D00080,5/11/2020,250,"SUNTIVA, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00080_7529,,2020M05
75N98120D00079,5/11/2020,250,"SPRY METHODS, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00079_7529,,2020M05
75N98120D00078,5/11/2020,250,SPARKSOFT CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00078_7529,,2020M05
75N98120D00077,5/11/2020,250,"SOLUTIONS BY DESIGN II, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00077_7529,,2020M05
75N98120D00076,5/11/2020,250,"SOLUTION TECHNOLOGY SYSTEMS, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00076_7529,,2020M05
75N98120D00075,5/11/2020,250,"SOFTEK INTERNATIONAL, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00075_7529,,2020M05
75N98120D00074,5/11/2020,250,SOFTDEV INCORPORATED,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00074_7529,,2020M05
75N98120D00073,5/11/2020,250,SD SOLUTIONS LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00073_7529,,2020M05
75N98120D00072,5/11/2020,250,"SCRIBEDOC.COM, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00072_7529,,2020M05
75N98120D00071,5/11/2020,250,RIVERA CONSULTING GROUP INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00071_7529,,2020M05
75N98120D00070,5/11/2020,250,RIVA SOLUTIONS INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00070_7529,,2020M05
75N98120D00068,5/11/2020,250,"RIDGEWOOD TECHNOLOGY PARTNERS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00068_7529,,2020M05
75N98120D00067,5/11/2020,250,"RESTON CONSULTING GROUP, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00067_7529,,2020M05
75N98120D00066,5/11/2020,250,RELIS VENTURES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00066_7529,,2020M05
75N98120D00065,5/11/2020,250,"RELI GROUP, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00065_7529,,2020M05
75N98120D00064,5/11/2020,250,"RADIANT CREATIVE GROUP, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00064_7529,,2020M05
75N98120D00062,5/11/2020,250,QUANTUM TECHNOLOGY GROUP LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00062_7529,,2020M05
75N98120D00061,5/11/2020,250,QUALX CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00061_7529,,2020M05
75N98120D00060,5/11/2020,250,"QUALITY TECHNOLOGY, INCORPORATED",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00060_7529,,2020M05
75N98120D00059,5/11/2020,250,"QBASE, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00059_7529,,2020M05
75N98120D00058,5/11/2020,250,PRO- SPHERE TEK INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00058_7529,,2020M05
75N98120D00057,5/11/2020,250,"PROFESSIONAL SOFTWARE ENGINEERING, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00057_7529,,2020M05
75N98120D00056,5/11/2020,250,PRINCE OF WALES TRIBAL ENTERPRISE CONSORTIUM LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00056_7529,,2020M05
75N98120D00055,5/11/2020,250,"PRECISE SOFTWARE SOLUTIONS, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00055_7529,,2020M05
75N98120D00054,5/11/2020,250,PLATINUM BUSINESS SERVICES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00054_7529,,2020M05
75N98120D00053,5/11/2020,250,PL TECHNOLOGY SOLUTIONS LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00053_7529,,2020M05
75N98120D00052,5/11/2020,250,"PIONEER CORPORATE SERVICES, INC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00052_7529,,2020M05
75N98120D00051,5/11/2020,250,PHOENIX DATA SECURITY INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00051_7529,,2020M05
75N98120D00050,5/11/2020,250,PARADYME MANAGEMENT INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00050_7529,,2020M05
75N98120D00049,5/11/2020,250,OMNILINK CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00049_7529,,2020M05
75N98120D00048,5/11/2020,250,"OM PARTNERS , LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00048_7529,,2020M05
75N98120D00047,5/11/2020,250,"NUCOREVISION, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00047_7529,,2020M05
75N98120D00046,5/11/2020,250,N-LINK CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00046_7529,,2020M05
75N98120D00045,5/11/2020,250,NIS SOLUTIONS CORP.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00045_7529,,2020M05
75N98120D00044,5/11/2020,250,NGEN LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00044_7529,,2020M05
75N98120D00043,5/11/2020,250,"NEWWAVE TELECOM AND TECHNOLOGIES, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00043_7529,,2020M05
75N98120D00042,5/11/2020,250,"NETWORK SECURITY SYSTEMS PLUS, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00042_7529,,2020M05
75N98120D00041,5/11/2020,250,NELSON ENTERPRISE TECHNOLOGY SERVICES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00041_7529,,2020M05
75N98120D00040,5/11/2020,250,NATIONAL CAPITOL CONTRACTING LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00040_7529,,2020M05
75N98120D00039,5/11/2020,250,MUTATIO INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00039_7529,,2020M05
75N98120D00038,5/11/2020,250,"MISSION1ST GROUP, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00038_7529,,2020M05
75N98120D00037,5/11/2020,250,"MIDDLE BAY SOLUTIONS II, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00037_7529,,2020M05
75N98120D00036,5/11/2020,250,MICROHEALTH LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00036_7529,,2020M05
75N98120D00035,5/11/2020,250,MERITIT LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00035_7529,,2020M05
75N98120D00033,5/11/2020,250,MASAI TECHNOLOGIES CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00033_7529,,2020M05
75N98120D00029,5/11/2020,250,MALIK CONSULTING INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00029_7529,,2020M05
75N98120D00028,5/11/2020,250,LUMBEE TRIBE ENTERPRISES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00028_7529,,2020M05
75N98120D00027,5/11/2020,250,LS3 INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00027_7529,,2020M05
75N98120D00026,5/11/2020,250,"LINTECH GLOBAL, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00026_7529,,2020M05
75N98120D00025,5/11/2020,250,"LINK SOLUTIONS, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00025_7529,,2020M05
75N98120D00024,5/11/2020,250,"KCI-ACUITY, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00024_7529,,2020M05
75N98120D00023,5/11/2020,250,KARTHIK CONSULTING LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00023_7529,,2020M05
75N98120D00130,5/11/2020,250,"VARIQ-CV JV, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00130_7529,,2020M05
75N98120D00120,5/11/2020,250,"TECHNALINK, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00120_7529,,2020M05
75N98120D00118,5/11/2020,250,TOWERSTRIDES INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00118_7529,,2020M05
75N98120D00117,5/11/2020,250,"SUPERIOR GOVERNMENT SOLUTIONS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00117_7529,,2020M05
75N98120D00116,5/11/2020,250,ZIP ZAP IT SOLUTIONS LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00116_7529,,2020M05
75N98120D00115,5/11/2020,250,"ZERMOUNT, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00115_7529,,2020M05
75N98120D00114,5/11/2020,250,Z & A INFOTEK CORP,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00114_7529,,2020M05
75N98120D00113,5/11/2020,250,"YAHYA TECHNOLOGIES, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00113_7529,,2020M05
75N98120D00112,5/11/2020,250,X TECHNOLOGIES INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00112_7529,,2020M05
75N98120D00111,5/11/2020,250,WOODBOURNE SOLUTIONS INCORPORATED,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00111_7529,,2020M05
75N98120D00110,5/11/2020,250,WILLIAMS CONSULTING LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00110_7529,,2020M05
75N98120D00109,5/11/2020,250,"WASHINGTON BUSINESS DYNAMICS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00109_7529,,2020M05
75N98120D00108,5/11/2020,250,VSOLVIT LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00108_7529,,2020M05
75N98120D00107,5/11/2020,250,VETERANS EZ INFO INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00107_7529,,2020M05
75N98120D00106,5/11/2020,250,VERSATECH INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00106_7529,,2020M05
75N98120D00105,5/11/2020,250,VENTERA CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00105_7529,,2020M05
75N98120D00104,5/11/2020,250,VENTECH SOLUTIONS INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00104_7529,,2020M05
75N98120D00103,5/11/2020,250,VELICARE SOLUTIONS LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00103_7529,,2020M05
75N98120D00102,5/11/2020,250,"VALIANT SOLUTIONS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00102_7529,,2020M05
75N98120D00101,5/11/2020,250,"UNITED SOLUTIONS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00101_7529,,2020M05
75N98120D00100,5/11/2020,250,U.S. INFORMATION TECHNOLOGIES CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00100_7529,,2020M05
75N98120D00099,5/11/2020,250,TRIPLE POINT SECURITY INCORPORATED,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00099_7529,,2020M05
75N98120D00098,5/11/2020,250,TRIGENT SOLUTIONS INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00098_7529,,2020M05
75N98120D00097,5/11/2020,250,"T-REX SOLUTIONS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00097_7529,,2020M05
75N98120D00095,5/11/2020,250,"TITANIA SOLUTIONS GROUP, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00095_7529,,2020M05
75N98120D00094,5/11/2020,250,"TECHWERKS, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00094_7529,,2020M05
75N98120D00093,5/11/2020,250,"TECHNOLOGY, AUTOMATION & MANAGEMENT, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00093_7529,,2020M05
75N98120D00092,5/11/2020,250,TECHNOLOGY SOLUTIONS PROVIDER INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00092_7529,,2020M05
75N98120D00091,5/11/2020,250,"TECHNOGEN, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00091_7529,,2020M05
75N98120D00090,5/11/2020,250,TECHNICAL FRONTIERS INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00090_7529,,2020M05
75N98120D00088,5/11/2020,250,TCONNEX INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00088_7529,,2020M05
75N98120D00087,5/11/2020,250,"T AND T CONSULTING SERVICES, INC.",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00087_7529,,2020M05
75N98120D00086,5/11/2020,250,TEKSYNAP CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00086_7529,,2020M05
75N98120D00085,5/11/2020,250,SYSTEMS ENGINEERING SOLUTIONS CORPORATION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00085_7529,,2020M05
75N98120D00084,5/11/2020,250,SYNERGY BUSINESS INNOVATION & SOLUTIONS INC.,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00084_7529,,2020M05
75N98120D00083,5/11/2020,250,SYLUPSION LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00083_7529,,2020M05
