Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",4830.0,"J.G.B. ENTERPRISES, INC.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",5000.0,UNICAL DEFENSE INC.,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",14625.0,CRESTWOOD TECHNOLOGY GROUP CORP.,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",27686.0,"ORDNANCE TECHNOLOGY SERVICE, INC.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",0.0,"LANZEN, INCORPORATED",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",19.99,ARTEX TRUCK CENTER INC,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",1474.2,BASIC RUBBER AND PLASTICS CO.,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",2022.3,VSE CORPORATION,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",2706.4,"LANZEN, INCORPORATED",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MARINE LIFESAVING AND DIVING EQUIPMENT,11096.0,BAE SYSTEMS LAND & ARMAMENTS L.P.,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,2501.07,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,5327.0,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,11886.63,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,14735.82,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,17305.6,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,283.0,"MURAR, FLORENCE",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,900.0,L. A. MARTIN COMPANY,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,1140.0,L. A. MARTIN COMPANY,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,5733.0,"BROWN HELICOPTER, INC.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,5775.0,"DIXIE AIR PARTS SUPPLY, INC.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,10616.0,ALL-SAFE INC.,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,16348.91,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",0.0,"PRIDE ELECTRONICS, INC.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",250.0,"ALAMO AIRCRAFT, LTD.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",670.0,ACRODYNE MFG CO,DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",1862.0,"J.D.A MARITIME, INC",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",2905.2,"TRIMAN INDUSTRIES, INC.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",3000.0,"ALAMO AIRCRAFT, LTD.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",3004.6,"DUKES AEROSPACE, INC.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",7000.0,"WKF (FRIEDMAN) ENTERPRISES, INC.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",20644.0,"C. & C. METALS ENGINEERING, INC.",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,O-RING,2537.76,"TRIVENT ENGINEERING, INCORPORATED",DEFENSE LOGISTICS AGENCY
2021M02,SUPPORT ACTIVITIES FOR COAL MINING,PACKING AND GASKET MATERIALS,583.2,BASIC RUBBER AND PLASTICS CO.,DEFENSE LOGISTICS AGENCY
2021M03,ALL OTHER NONMETALLIC MINERAL MINING,MACHINE TOOL ACCESSORIES,27580.0,"BARTON MINES COMPANY, L.L.C.",DEPT OF THE NAVY
2021M03,ALL OTHER NONMETALLIC MINERAL MINING,"MINERALS, NATURAL AND SYNTHETIC",4682.37,"GULF HOLDINGS, LLC","VETERANS AFFAIRS, DEPARTMENT OF"
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,245926.0,MISCELANEOS SECURITY SERVICES SOCIEDAD ANONIMA,"STATE, DEPARTMENT OF"
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF FAMILY HOUSING FACILITIES,16573.02,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",109607.24,INGENIERIA Y SERVICIOS FG SAS,"STATE, DEPARTMENT OF"
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",43438.21,AMERICAN CLASSIC CONSTRUCTION INC.,NATIONAL PARK SERVICE
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",46152.0,"CROWLEY HOLDINGS, LLC",NATIONAL PARK SERVICE
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",74208.64,ALISTIQAMA COMPANY,DEPT OF THE ARMY
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",80990.0,"GULF HOLDINGS, LLC",NATIONAL PARK SERVICE
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",108012.6,"HIGHLAND ENTERPRISES, INC.",BUREAU OF LAND MANAGEMENT
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",108807.0,BRICE ENVIRONMENTAL SERVICES CORPORATION,BUREAU OF LAND MANAGEMENT
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",170797.23,"BAYER CONSTRUCTION COMPANY, INC.",DEPT OF THE ARMY
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",799900.0,"L. L. CARTER & SON, INC.",DEPT OF THE ARMY
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERALS, NATURAL AND SYNTHETIC",18320.75,"BAYER CONSTRUCTION COMPANY, INC.",DEPT OF THE ARMY
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,10748.53,"B.T.U. BLOCK & CONCRETE, INC.",U.S. FISH AND WILDLIFE SERVICE
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,21950.0,AGAKEN ENGINEERING AND LOGISTI CS COMPANY LIMITED,AGENCY FOR INTERNATIONAL DEVELOPMENT
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,NATURAL RESOURCES/CONSERVATION- OTHER,98000.0,"GOLAT & ENGEL CUSTOM GRAVEL CRUSHING, INC.",FOREST SERVICE
2021M03,CONSTRUCTION SAND AND GRAVEL MINING,ORES,0.0,DELTA SAND & GRAVEL CO,FOREST SERVICE
2021M03,CRUSHED AND BROKEN GRANITE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",0.0,BIT DIRECT INC,DEPT OF THE ARMY
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",0.0,DOU'A AL-KUWAIT EST,DEPT OF THE AIR FORCE
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",747.0,"NEW ENTERPRISE STONE & LIME CO., INC.",DEPT OF THE ARMY
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2523.0,VARNER CONSTRUCTION LLC,FOREST SERVICE
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",4843.87,"APPALACHIAN AGGREGATES, LLC",FOREST SERVICE
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",10397.17,"APPALACHIAN AGGREGATES, LLC",FOREST SERVICE
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",23759.34,"LINEPORT EXCAVATING, LLC",DEPT OF THE ARMY
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",24995.2,"MARTIN MARIETTA MATERIALS, INC.",U.S. FISH AND WILDLIFE SERVICE
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",76438.0,"CROWLEY HOLDINGS, LLC",DEPT OF THE ARMY
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",242982.35,SAUDI NAVAL SUPPORT CO,DEPT OF THE AIR FORCE
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",441600.0,GREEN DREAM INTERNATIONAL LLC,DEPT OF THE ARMY
2021M03,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",949983.65,"CROWLEY HOLDINGS, LLC",DEPT OF THE AIR FORCE
2021M03,DIMENSION STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",77000.0,AANTILIA LLC,DEPT OF THE ARMY
2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"UGI ENERGY SERVICES, LLC","ENERGY, DEPARTMENT OF"
2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,14995.12,AANTILIA LLC,NATIONAL INSTITUTES OF HEALTH
2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,68875.0,0,DEPT OF THE ARMY
2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,128955.15,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY
2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,167412.0,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY
2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,468609.14,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE
2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,700000.0,0,U.S. COAST GUARD
2021M03,NATURAL GAS EXTRACTION,UTILITIES- GAS,402216.59,"UGI ENERGY SERVICES, LLC",INTERNAL REVENUE SERVICE
2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBHPROGAS GESELLSCHAFT MIT BESCHRANKTER HAFTUNG & CO. KOMMANDITGESELLSCHAFT,DEPT OF THE AIR FORCEDEPT OF THE AIR FORCE
2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE
2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.GIGA, INC.GIGA, INC.",FEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICEFEDERAL ACQUISITION SERVICE
2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE
2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,980.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE
2021M03,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,FERTILIZERS,9989.66,"GENESIS TURFGRASS, INC.",SMITHSONIAN INSTITUTION
2021M03,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,"MINERALS, NATURAL AND SYNTHETIC",0.0,"MJL ENTERPRISES, LLC","VETERANS AFFAIRS, DEPARTMENT OF"
2021M03,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,"MINERALS, NATURAL AND SYNTHETIC",1492.65,"MJL ENTERPRISES, LLC","VETERANS AFFAIRS, DEPARTMENT OF"
2021M03,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,MISCELLANEOUS ITEMS,385.89,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE NAVY
2021M03,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",134400.0,FOREIGN AWARDEES (UNDISCLOSED),DEPT OF THE ARMY
2021M03,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",300000.0,"MONTEZUMA, COUNTY OF",FOREST SERVICE
2021M03,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",1106156.2,"BRISTOL INFRASTRUCTURE DESIGN SERVICES, LLC",U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",0.0,"MECHATRONICS, INC.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",1772.82,"FABRICATION SPECIALTY, INC.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",2851.2,US MILPACK & MANUFACTURING CORP.,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",3700.0,"WKF (FRIEDMAN) ENTERPRISES, INC.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",3840.2,"RPS-FL, INC.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",19002.32,"COORDINATED DEFENSE SUPPLY SYSTEMS, INC.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",60331.3,"CHAND, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",124428.8,"PIONEER INDUSTRIES, INC.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",24.24,DIVERSE SALES COMPANY INC.,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",142.12,VERTICAL SOLUTIONS INC,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",19588.0,"SHERWOOD AVIONICS AND ACCESSORIES, INC.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,588.25,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,1128.63,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,1644.8,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,3498.09,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,3577.44,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,4093.44,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,12429.95,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,32841.16,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,33857.18,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,36611.19,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",530.88,VSE CORPORATION,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",550.0,PRO STEEL,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",626.86,INTEGRATED PROCUREMENT TECHNOLOGIES,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",668.81,VERTEX LLC,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",761.4,AMERI-CUT SOLUTIONS INC.,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",995.4,VSE CORPORATION,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",9245.15,F P A MANUFACTURING,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,PACKING AND GASKET MATERIALS,247.29,"AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.AVIATION DEVICES AND ELECTRONIC COMPONENTS, L.L.C.",DEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCYDEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,PACKING AND GASKET MATERIALS,429.5,"MIDWEST FIBERGLAS FABRICATORS, INCORPORATED",DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR COAL MINING,RIVETS,10347.24,WESCO AIRCRAFT HARDWARE CORP.,DEFENSE LOGISTICS AGENCY
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,11145.0,"MASS TANK INSPECTION SERIVICES, LLC",FEDERAL EMERGENCY MANAGEMENT AGENCY
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,0.0,"STRATEGIC SOCIAL, LLC","STATE, DEPARTMENT OF"
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12637.14,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,19500.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,25020.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,42024.18,"COLONIAL FUEL AND LUBRICANT SERVICES, INC.",U.S. COAST GUARD
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,218722.39,FUEL DROP INC.,DEPT OF THE AIR FORCE
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",11038.8,"PHOENIX INTEGRITY CONSULTANTS, LLC","VETERANS AFFAIRS, DEPARTMENT OF"
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL STORAGE BUILDINGS,4900.0,"CLEAN FUELS ASSOCIATES, INC.","VETERANS AFFAIRS, DEPARTMENT OF"
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL SUPPLY FACILITIES,22895.12,"FLUID SOLUTIONS, LLC","STATE, DEPARTMENT OF"
2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,168500.0,0,DEPT OF THE AIR FORCE
2021M04,ALL OTHER NONMETALLIC MINERAL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",30985.67,"CROWLEY HOLDINGS, LLC",U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY
2021M04,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,28587.48,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2021M04,CONSTRUCTION SAND AND GRAVEL MINING,"BUILDING COMPONENTS, PREFABRICATED",243699.83,"C.H. INGENIERIA Y PROYECTOS, SRL","STATE, DEPARTMENT OF"
2021M04,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,10575.23,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2021M04,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF RECREATION FACILITIES (NON-BUILDING),28267.16,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2021M04,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",0.0,"PATRICK ENVIRONMENTAL GROUPSPECIALIZED GOVERNMENT SOURCING, INC.","AGRICULTURAL RESEARCH SERVICEVETERANS AFFAIRS, DEPARTMENT OF"
2021M04,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",6507.41,BRUCH AND BRUCH CONSTRUCTION INC,NATIONAL PARK SERVICE
2021M04,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",17706.0,"SPECIALIZED GOVERNMENT SOURCING, INC.","VETERANS AFFAIRS, DEPARTMENT OF"
2021M04,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",22898.04,"L. G. EVERIST, INCORPORATED",NATIONAL PARK SERVICE
